Date,Open,High,Low,Close,% Change,% Change vs Average,Volume
2023-05-08T18:13:00.000Z,4130.62,4131.33,4130.30,4131.22,0.01,0.01,2874000
2023-05-08T18:14:00.000Z,4131.19,4131.42,4130.50,4130.63,-0.01,-0.01,2648000
2023-05-08T18:15:00.000Z,4130.62,4131.60,4130.38,4130.84,0.01,0,3751000
2023-05-08T18:16:00.000Z,4130.88,4132.79,4130.88,4132.79,0.05,0.05,3497000
2023-05-08T18:17:00.000Z,4132.83,4133.24,4132.47,4133.08,0.01,0.01,2957000
2023-05-08T18:18:00.000Z,4133.08,4133.34,4132.87,4133.34,0.01,0.01,3021000
2023-05-08T18:19:00.000Z,4133.34,4133.69,4132.95,4133.68,0.01,0.01,3054000
2023-05-08T18:20:00.000Z,4133.70,4136.06,4133.70,4136.06,0.06,0.06,3898000
2023-05-08T18:21:00.000Z,4136.12,4137.96,4136.12,4137.96,0.05,0.05,4176000
2023-05-08T18:22:00.000Z,4137.98,4138.21,4137.33,4138.02,0,0,3471000
2023-05-08T18:23:00.000Z,4138.02,4138.50,4137.91,4138.37,0.01,0.01,3131000
2023-05-08T18:24:00.000Z,4138.36,4138.65,4137.56,4138.36,0,0,5111000
2023-05-08T18:25:00.000Z,4138.35,4138.35,4137.21,4137.39,-0.02,-0.02,3475000
2023-05-08T18:26:00.000Z,4137.41,4137.81,4137.07,4137.26,0,0,2914000
2023-05-08T18:27:00.000Z,4137.26,4138.27,4136.93,4138.11,0.02,0.02,3863000
2023-05-08T18:28:00.000Z,4138.10,4138.11,4137.68,4137.68,-0.01,-0.01,2613000
2023-05-08T18:29:00.000Z,4137.67,4137.97,4137.30,4137.97,0.01,0.01,2517000
2023-05-08T18:30:00.000Z,4137.98,4139.27,4137.98,4138.71,0.02,0.02,3916000
2023-05-08T18:31:00.000Z,4138.74,4139.10,4138.37,4138.98,0.01,0.01,3369000
2023-05-08T18:32:00.000Z,4138.96,4139.24,4138.35,4139.15,0,0,3262000
2023-05-08T18:33:00.000Z,4139.17,4139.21,4138.58,4138.81,-0.01,-0.01,3859000
2023-05-08T18:34:00.000Z,4138.80,4139.21,4138.58,4139.13,0.01,0.01,2754000
2023-05-08T18:35:00.000Z,4139.11,4139.40,4138.53,4138.98,0,0,3399000
2023-05-08T18:36:00.000Z,4138.99,4139.55,4138.91,4139.24,0.01,0.01,3288000
2023-05-08T18:37:00.000Z,4139.28,4139.91,4139.23,4139.28,0,0,3380000
2023-05-08T18:38:00.000Z,4139.31,4139.31,4138.19,4138.60,-0.02,-0.02,3505000
2023-05-08T18:39:00.000Z,4138.66,4139.28,4138.35,4138.77,0,0,3328000
2023-05-08T18:40:00.000Z,4138.78,4138.78,4137.82,4138.49,-0.01,-0.01,3129000
2023-05-08T18:41:00.000Z,4138.49,4140.21,4138.08,4140.21,0.04,0.04,3651000
2023-05-08T18:42:00.000Z,4140.38,4140.65,4140.07,4140.29,0,0,3252000
2023-05-08T18:43:00.000Z,4140.25,4140.30,4139.55,4139.92,-0.01,-0.01,4368000
2023-05-08T18:44:00.000Z,4139.94,4140.04,4139.82,4139.82,0,0,3288000
2023-05-08T18:45:00.000Z,4139.79,4139.80,4138.83,4139.05,-0.02,-0.02,3423000
2023-05-08T18:46:00.000Z,4139.07,4139.66,4139.07,4139.66,0.01,0.01,3081000
2023-05-08T18:47:00.000Z,4139.66,4140.75,4139.63,4140.75,0.03,0.03,3141000
2023-05-08T18:48:00.000Z,4140.76,4141.08,4140.70,4140.84,0,0,2983000
2023-05-08T18:49:00.000Z,4140.85,4141.16,4140.60,4141.16,0.01,0.01,2792000
2023-05-08T18:50:00.000Z,4141.18,4141.62,4141.18,4141.42,0.01,0.01,3184000
2023-05-08T18:51:00.000Z,4141.44,4142.05,4141.41,4142.05,0.02,0.02,3677000
2023-05-08T18:52:00.000Z,4142.05,4142.30,4140.75,4140.79,-0.03,-0.03,3620000
2023-05-08T18:53:00.000Z,4140.80,4140.80,4140.19,4140.41,-0.01,-0.01,2766000
2023-05-08T18:54:00.000Z,4140.41,4140.97,4140.38,4140.47,0,0,3240000
2023-05-08T18:55:00.000Z,4140.48,4140.95,4140.19,4140.83,0.01,0.01,3460000
2023-05-08T18:56:00.000Z,4140.81,4140.91,4140.29,4140.85,0,0,3348000
2023-05-08T18:57:00.000Z,4141.01,4141.15,4140.83,4141.14,0.01,0.01,2704000
2023-05-08T18:58:00.000Z,4141.17,4141.42,4140.95,4141.42,0.01,0.01,3008000
2023-05-08T18:59:00.000Z,4141.40,4141.42,4140.96,4141.34,0,0,3097000
2023-05-08T19:00:00.000Z,4141.36,4141.80,4141.34,4141.34,0,0,3431000
2023-05-08T19:01:00.000Z,4141.29,4141.29,4139.83,4139.84,-0.04,-0.04,3545000
2023-05-08T19:02:00.000Z,4139.81,4140.19,4139.53,4139.76,0,0,3374000
2023-05-08T19:03:00.000Z,4139.78,4140.44,4139.78,4140.08,0.01,0.01,3291000
2023-05-08T19:04:00.000Z,4140.06,4140.52,4139.89,4140.16,0,0,3371000
2023-05-08T19:05:00.000Z,4140.17,4140.97,4139.99,4140.76,0.01,0.01,3621000
2023-05-08T19:06:00.000Z,4140.78,4140.80,4140.33,4140.76,0,0,3116000
2023-05-08T19:07:00.000Z,4140.78,4140.78,4139.48,4139.54,-0.03,-0.03,3129000
2023-05-08T19:08:00.000Z,4139.61,4140.56,4139.54,4140.51,0.02,0.02,3979000
2023-05-08T19:09:00.000Z,4140.58,4140.58,4139.71,4139.74,-0.02,-0.02,3013000
2023-05-08T19:10:00.000Z,4139.73,4139.93,4139.37,4139.83,0,0,3129000
2023-05-08T19:11:00.000Z,4139.81,4139.81,4138.99,4139.09,-0.02,-0.02,3685000
2023-05-08T19:12:00.000Z,4139.28,4140.02,4139.28,4139.66,0.01,0.01,3967000
2023-05-08T19:13:00.000Z,4139.69,4139.75,4138.68,4138.72,-0.02,-0.02,4033000
2023-05-08T19:14:00.000Z,4138.73,4138.73,4137.09,4137.58,-0.03,-0.03,5009000
2023-05-08T19:15:00.000Z,4137.57,4138.70,4137.57,4138.49,0.02,0.02,3894000
2023-05-08T19:16:00.000Z,4138.47,4138.47,4134.76,4135.32,-0.08,-0.08,8871000
2023-05-08T19:17:00.000Z,4135.29,4136.02,4135.10,4136.02,0.02,0.02,4551000
2023-05-08T19:18:00.000Z,4136.00,4137.44,4135.90,4137.44,0.03,0.03,4575000
2023-05-08T19:19:00.000Z,4137.43,4138.27,4137.43,4138.27,0.02,0.02,3660000
2023-05-08T19:20:00.000Z,4138.26,4138.67,4137.87,4138.41,0,0,4287000
2023-05-08T19:21:00.000Z,4138.37,4138.94,4138.26,4138.58,0,0,3581000
2023-05-08T19:22:00.000Z,4138.59,4138.59,4137.40,4137.76,-0.02,-0.02,3661000
2023-05-08T19:23:00.000Z,4137.83,4137.99,4137.21,4137.47,-0.01,-0.01,3566000
2023-05-08T19:24:00.000Z,4137.45,4137.64,4137.26,4137.54,0,0,3549000
2023-05-08T19:25:00.000Z,4137.53,4137.55,4136.49,4136.72,-0.02,-0.02,4148000
2023-05-08T19:26:00.000Z,4136.71,4136.77,4136.19,4136.58,0,0,4889000
2023-05-08T19:27:00.000Z,4136.49,4136.49,4136.00,4136.19,-0.01,-0.01,3883000
2023-05-08T19:28:00.000Z,4136.24,4137.06,4135.95,4136.02,0,0,4738000
2023-05-08T19:29:00.000Z,4136.02,4136.02,4134.91,4135.85,0,0,5357000
2023-05-08T19:30:00.000Z,4135.83,4136.47,4135.07,4136.32,0.01,0.01,5317000
2023-05-08T19:31:00.000Z,4136.35,4136.56,4135.69,4136.56,0.01,0.01,5395000
2023-05-08T19:32:00.000Z,4136.60,4136.94,4136.53,4136.94,0.01,0.01,4357000
2023-05-08T19:33:00.000Z,4136.97,4137.01,4136.06,4136.94,0,0,5777000
2023-05-08T19:34:00.000Z,4137.09,4137.45,4136.73,4137.11,0,0,5165000
2023-05-08T19:35:00.000Z,4137.13,4137.69,4136.97,4137.46,0.01,0.01,5237000
2023-05-08T19:36:00.000Z,4137.49,4137.50,4136.92,4137.27,0,0,4561000
2023-05-08T19:37:00.000Z,4137.27,4137.98,4137.15,4137.73,0.01,0.01,4733000
2023-05-08T19:38:00.000Z,4137.77,4138.16,4137.68,4137.72,0,0,4787000
2023-05-08T19:39:00.000Z,4137.70,4137.92,4137.00,4137.92,0,0,5516000
2023-05-08T19:40:00.000Z,4137.92,4138.90,4137.87,4138.90,0.02,0.02,5887000
2023-05-08T19:41:00.000Z,4138.92,4139.16,4138.62,4139.16,0.01,0.01,5653000
2023-05-08T19:42:00.000Z,4139.16,4139.86,4139.16,4139.82,0.02,0.02,6113000
2023-05-08T19:43:00.000Z,4139.83,4139.99,4139.33,4139.82,0,0,6000000
2023-05-08T19:44:00.000Z,4139.87,4140.39,4139.87,4139.92,0,0,5762000
2023-05-08T19:45:00.000Z,4139.92,4140.19,4139.30,4140.01,0,0,8089000
2023-05-08T19:46:00.000Z,4139.95,4139.95,4138.74,4139.50,-0.01,-0.01,7392000
2023-05-08T19:47:00.000Z,4139.46,4139.99,4139.25,4139.99,0.01,0.01,6665000
2023-05-08T19:48:00.000Z,4140.01,4141.03,4140.01,4140.26,0.01,0.01,8018000
2023-05-08T19:49:00.000Z,4140.24,4140.98,4139.89,4139.89,-0.01,-0.01,7916000
2023-05-08T19:50:00.000Z,4139.97,4140.45,4137.99,4138.23,-0.04,-0.04,13762000
2023-05-08T19:51:00.000Z,4138.12,4138.12,4137.27,4137.59,-0.02,-0.02,12058000
2023-05-08T19:52:00.000Z,4137.63,4137.88,4137.13,4137.88,0.01,0.01,11658000
2023-05-08T19:53:00.000Z,4137.91,4138.26,4137.56,4137.84,0,0,10660000
2023-05-08T19:54:00.000Z,4137.90,4138.45,4137.46,4138.25,0.01,0.01,14044000
2023-05-08T19:55:00.000Z,4138.44,4138.44,4136.94,4137.24,-0.02,-0.02,17170000
2023-05-08T19:56:00.000Z,4137.34,4137.69,4136.61,4136.61,-0.02,-0.02,16582000
2023-05-08T19:57:00.000Z,4136.60,4137.47,4136.30,4137.47,0.02,0.02,20305000
2023-05-08T19:58:00.000Z,4137.48,4137.48,4136.57,4137.27,0,0,22589000
2023-05-08T19:59:00.000Z,4137.28,4138.13,4136.78,4137.90,0.02,0.02,44166000
